ACCE_ABSORB_COST	Pret Absorbtie: %d
PET_INFO_NEXT_ITEM_EXP	EXP obiect ramas
PET_MSG_NOT_ENOUGH_MONEY	Nu ai Yang suficient.
PET_NAME_CHANGE_ACCEPT	Doreºti sã schimbi numele însoþitorului în %s?
PET_NAME_MIN	Numele introdus este prea scurt.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Nu existã niciun însoþitor de reînviat.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Nu ai destul material.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Abilitatile sunt acum disponibile.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Resetarea abilitãþilor însoþitorului este ireversibilã.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Doreºti sã continui?
PET_SKILL_LEARN_FAIL_CONDITIONS	Însoþitorul nu este suficient de mare sau nu are nivelul necesar. Doar însoþitorii eroici pot învãþa abilitãþi.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Doresti sa incepi antrenamentul pentru '%s'?
PET_SKILL_TOOLTIP_COOLTIME	Calmare: %s secunde
PET_SKILL_TOOLTIP_DURATION	Durata: %d secunde
PET_SKILL_TOOLTIP_FEATHER	Însoþitorul are %d%% ºansa sã activeze Mers de Fulg pentru %.1f secunde.\nAtac %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Cand PV scade sub 20%%, ai \n a %d%% sansa sa cresti PV cu %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Caracterul tau are %d%% sansa sa devina invincibil \n atunci cand PV scade sub 10%%. \n Durata efect: %.1f secunde.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Exista o sansa de %d%% pentru a inlatura imediat \n toate efectele precum incetinirea, otravirea sau sangerarea daca \n a fost afectat caracterul.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Treci antrenamentul la urmatorul nivel?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Pret: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Apãrare
PET_TOOLTIP_HP	PV
PET_TOOLTIP_LEVEL	Nivel
PET_TOOLTIP_LIFETIME_OVER	Expirat
PET_TOOLTIP_SKILL_BONUS_VALUE	in antrenament
PET_TOOLTIP_SKILL_CUR_LEVEL	Nivel: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Urmatorul nivel: %d (max. %d)
PET_TOOLTIP_SP	PM
PET_TOOLTIP_TRADABLE	Negociabil
PET_TOOLTUP_SKILL	%s (Stagiu %d)
PICK_ITEM_TITLE	Numãrul obiectului.
PICK_MONEY_TITLE	Suma
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Obiectele puse la vânzare nu trebuie sã depãºeascã valoarea totalã permisã.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Obiectele puse la vânzare nu trebuie sã depãºeascã valoarea totalã permisã.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	Asta este peste 999 Won. Te rugãm sã colectezi banii acum.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	Asta este peste 2 miliarde Yang. Te rugãm sã colectezi banii acum.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Nu poþi deschide asta în aceastã hartã.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Vrei sã închizi magazinul personal?
PREMIUM_PRIVATE_SHOP_DURATION	Durata: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Magazinul nu este deschis momentan deoarece este administrat.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Butonul este pentru magazinul premium personal.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Parolã
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_USE_ITEM	Doreºti sã foloseºti obiectul 'Magazin Premium Personal' obiect?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Nu poþi colecta banii, pentru cã atunci ai avea mai mult de 999 de Won.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Nu poþi colecta banii, pentru cã atunci ai avea mai mult de 2 miliarde de Yang.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Nu existã bani de colectat.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Ai plãtit mai mult Won decât poþi retrage.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Ai plãtit mai mult Yang decât poþi retrage.
PRIVATESHOPSEARCH_ABLITY_POTION	Rouã
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Pânzã Finã
PRIVATESHOPSEARCH_ARMOR	Echipament
PRIVATESHOPSEARCH_ARROW	Sãgeþi
PRIVATESHOPSEARCH_BELL	Clopote
PRIVATESHOPSEARCH_BELT	Curele
PRIVATESHOPSEARCH_BLEND	Licori
PRIVATESHOPSEARCH_BLOOD_PEARL	Perlã Viºinie
PRIVATESHOPSEARCH_BLUE_PEARL	Perlã Albastrã
PRIVATESHOPSEARCH_BODY	Armurã
PRIVATESHOPSEARCH_BOW	Arcuri
PRIVATESHOPSEARCH_BUYTIME	Vrei sã cumperi obiectul selectat?
PRIVATESHOPSEARCH_CLAW	Gheare
PRIVATESHOPSEARCH_CLEAR_POTION	Elixire
PRIVATESHOPSEARCH_COSTUME	Costume
PRIVATESHOPSEARCH_COSTUMEBODY	Costum
PRIVATESHOPSEARCH_COSTUMEHAIR	Coafurã
PRIVATESHOPSEARCH_COSTUME_ACCE	Eºarfe
PRIVATESHOPSEARCH_COSTUME_MOUNT	Mounþi
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Pumnale
PRIVATESHOPSEARCH_DEAD	Mort
PRIVATESHOPSEARCH_DETACHMENT	Cartea Pietrelor
PRIVATESHOPSEARCH_DIAMOND	Diamant
PRIVATESHOPSEARCH_DS	Alchimie Piatrã Dragon
PRIVATESHOPSEARCH_DS_BLACK	Onyx
PRIVATESHOPSEARCH_DS_BLUE	Safir
PRIVATESHOPSEARCH_DS_GREEN	Jad
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diamant
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Cercei
PRIVATESHOPSEARCH_FAN	Evantaie
PRIVATESHOPSEARCH_FISH	Peºte
PRIVATESHOPSEARCH_FOOTS	Pantofi
PRIVATESHOPSEARCH_GEM	Pietre preþioase
PRIVATESHOPSEARCH_GIFTBOX	Cutii cu Cadouri
PRIVATESHOPSEARCH_HEAD	Coifuri
PRIVATESHOPSEARCH_LIVE	Viu
PRIVATESHOPSEARCH_MATERIAL	Materiale
PRIVATESHOPSEARCH_METIN	Pietrele Spiritului
PRIVATESHOPSEARCH_NECK	Coliere
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nu poþi achiziþiona niciun obiect fãrã mãnunchiul corect.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nu poþi cãuta niciun obiect fãrã mãnunchiul corect.
PRIVATESHOPSEARCH_NODELAY_POTION	Obiecte cu PV
PRIVATESHOPSEARCH_ORE	Minereu
PRIVATESHOPSEARCH_PET	Sistem Însoþitori
PRIVATESHOPSEARCH_PETAGG	Ouã Însoþitori
PRIVATESHOPSEARCH_PETSKILLBOOK	Cãrþi de Abilitãþi pentru Însoþitor
PRIVATESHOPSEARCH_PICK	Târnãcoape
PRIVATESHOPSEARCH_POTION	Licori
PRIVATESHOPSEARCH_QUEST	Misiune
PRIVATESHOPSEARCH_QUIVER	Tolbe
PRIVATESHOPSEARCH_RESOURCE	Îmbunãtãþirea Obiectului
PRIVATESHOPSEARCH_ROD	Undiþe
PRIVATESHOPSEARCH_SELECTITEM	Obiecte selectate
PRIVATESHOPSEARCH_SHIELD	Scuturi
PRIVATESHOPSEARCH_SKILLBOOK	Carti de Abilitãþi
PRIVATESHOPSEARCH_SKILLFORGET	Cartea Uitãrii
PRIVATESHOPSEARCH_SPECIAL	Diverse
PRIVATESHOPSEARCH_STONE	Fragmente de Energie
PRIVATESHOPSEARCH_SWORD	Sãbii O Mânã
PRIVATESHOPSEARCH_TREASUREBOX	Cufere
PRIVATESHOPSEARCH_TUNING	Pergamente
PRIVATESHOPSEARCH_TWOSWORD	Sãbii Douã Mâini
PRIVATESHOPSEARCH_UNIQUE	Unic
PRIVATESHOPSEARCH_USEITEM	Consumabile
PRIVATESHOPSEARCH_USESPECIAL	Diverse
PRIVATESHOPSEARCH_WEAPON	Arme
PRIVATESHOPSEARCH_WHITE_PEARL	Perlã Albã
PRIVATESHOPSEARCH_WRIST	Brãþãri
PRIVATE_SHOP_CANNOT_SELL_ITEM	Nu poþi vinde acest obiect în magazin.
PRIVATE_SHOP_CLOSE_QUESTION	Vrei sã închizi magazinul?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Numele magazinului
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Preþ
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Niciun rezultat gãsit.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Alege un obiect pentru cãutare.
PVP_LEVEL0	Cavaler
PVP_LEVEL1	Nobil
PVP_LEVEL2	Bun
PVP_LEVEL3	Prietenos
PVP_LEVEL4	Neutru
PVP_LEVEL5	Agresiv
PVP_LEVEL6	Dezonorat
PVP_LEVEL7	Rautacios
PVP_LEVEL8	Crud
PVP_MODE_GUILD	Mod PvP-breaslã activat
PVP_MODE_KILL	PvP - liber activat.
PVP_MODE_NORMAL	PvP - pace activat.
PVP_MODE_PROTECT	PvP - protecþie activat.
PVP_MODE_REVENGE	PvP - agresiv activat.
PVP_OPTION_KILL	Liber
PVP_OPTION_NORMAL	Pace
PVP_OPTION_PROTECT	Protecþie
PVP_OPTION_REVENGE	Agresiv
PVP_TOURNAMENT_DO_NOT_AUTO	Nu poþi folosi 'atac automat' în timpul turneului PvP.
QUEST_APPEND	Misiune noua înregistrata.
QUEST_HOUR	Ore
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Timpul a expirat
QUEST_UNLIMITED_TIME	Nicio limitã de timp	
QUEST_ZEROSEC	0 sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	Acest obiect nu poate fi adãugat la câmpul de acces rapid.
RANKING	Rang
RANKING_BOARD_MEMBER	Membru
RECEIVE_MESSAGE	%s þi-a trimis un mesaj.
REFINE_COST	Costuri de îmbunãtãþire: %d Yang
REFINE_DESTROY_WARNING	Obiectul poate fi distrus prin înnobilare.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Eºti sigur cã doreºti sã îmbunãtãþeºti acest obiect?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Dar dacã nu îþi reuºeºte, obiectul va fi distrus. Doreºti sã continui?
REFINE_DOWN_GRADE_WARNING	Obiectul poate fi distrus prin înnobilare.
REFINE_DO_YOU_SEPARATE_METIN	Doreºti sã înlãturi toate Pietrele Spiritului disponibile?
REFINE_ELEMENT_CHANGE_TEXT	%s are acum elementul %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Magia elementarã a fost scãzutã.
REFINE_ELEMENT_EXIST	Obiectul are deja alt element.
REFINE_ELEMENT_GRADE_MAX	Nivelul maxim de magie elementarã a fost atins.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Magia elementarã este disponibilã doar pentru armele +7 sau mai mari.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Nu ai suficient Yang.
REFINE_ELEMENT_NOT_EXSIT	Nu poate fi folosit cu acest obiect.
REFINE_ELEMENT_TEXT_DARK	Întuneric +%d
REFINE_ELEMENT_TEXT_EARTH	Pãmânt +%d
REFINE_ELEMENT_TEXT_ELECT	Fulger +%d
REFINE_ELEMENT_TEXT_FIRE	Foc +%d
REFINE_ELEMENT_TEXT_ICE	Gheaþã +%d
REFINE_ELEMENT_TEXT_WIND	Vânt +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Magia elementarã a eºuat.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Magia elementarã a avut succes!
REFINE_FAILURE	Oh nu, nu a mers! Ai eºuat.
REFINE_FAILURE_CAN_NOT_ATTACH	%s nu poate fi adãugat obiectului.
REFINE_FAILURE_DEL_ITEM	Rafinarea a eºuat. Obiectul a fost distrus.
REFINE_FAILURE_EQUIP_ITEM	Nu poþi îmbunãtãþi Obiectele echipate.
REFINE_FAILURE_GRADE_DOWN	Rafinarea a eºuat. Gradul obiectului a fost redus.
REFINE_FAILURE_KEEP_GRADE	Rafinarea a eºuat. \nDin fericire, obiectul a rãmas în stare bunã.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Nu poate fi indepartata nicio piatrã a spiritului.
REFINE_FAILURE_NEED_BETTER_SCROLL	Ai nevoie de un pergament de îmbunãtãþire mai bun.
REFINE_FAILURE_NO_GOLD_SOCKET	Nu existã suport de aur pentru a adãuga %s.
REFINE_FAILURE_NO_MORE_SOCKET	Nu poþi sã mai adaugi suporturi.
REFINE_FAILURE_NO_SOCKET0	Nu existã suport pentru a adãuga %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Acestui obiect nu îi poate fi adãugat un suport.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Acest obiect nu poate fi îmbunãtãþit.
REFINE_QUESTION_CONFIRM	Doreºti sã continui?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Dacã îmbunãtãþirea nu reuºeºte, nivelul va scãdea sub minimul necesar pentru efectele de set, eliminând astfel efectul de set.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Dacã îmbunãtãþeºti obiectul, efectul de set va fi eliminat.
REFINE_SUCCESS	Îmbunãtãþirea obiectului a reuºit.
REFINE_SUCCESS_PROBALITY	ªansã de îmbunãtãþire: %d%%
REFINE_WARNING2	Vrei sã continui?
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Ai murit. \nÎntoarcerea de pe Tãrâmul Elementelor!
RESTART_POPUP_GIVEUP_MIST_ISLAND	Ai fost ucis în Bãtãlia celor Cinci Altare.\nAcum te vei întoarce în sat.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	O înfrângere amarã! Cãlãtoria ta se terminã aici.
REVIVE_QUESTION	Vrei sã reînvii pe %s? Numãr de Prisme Reînviere: %d
REVIVE_SELF_QUESTION	Vrei sã te reînvii? Numãr de Prisme Reînviere: %d
ROULETTE_REWARD_TEXT	Colecteazã Obiect
SAFEBOX_ERROR	Ai introdus o parolã greºitã.
SAFEBOX_NEED_CHANGE_PASSWORD	Parola ta a expirat.\nAlege una nouã.
SAFEBOX_SELL_DISABLE_SAFEITEM	Nu poþi vinde nici unul din obiectele salvate.
SAFEBOX_UNAVILABLE_PASSWORD_01	Nu poti folosi aceastã parolã.
SAFEBOX_UNAVILABLE_PASSWORD_02	Parola ta ar trebui sã conþinã cel puþin %d caractere.
SAFEBOX_UNAVILABLE_PASSWORD_03	Ai introdus parola curentã. Alege una nouã.
SAFEBOX_UNAVILABLE_PASSWORD_04	Parola ta nu poate conþine %d numere identice sau consecutive.
SAFEBOX_UNAVILABLE_PASSWORD_05	Caracterele speciale nu sunt permise. Caractere permise: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Parolele trebuie sã fie identice.
SCREENSHOT_SAVE1	e salvat în
SCREENSHOT_SAVE2	Directorul screenshot
SCREENSHOT_SAVE_FAILURE	Salvarea screenshotului eºuatã.
SECOND	Sec
SECOND_CONFIRM_PET_FEED_QUESTION_1	Obiectul tãu are %d sau mai multe bonusuri.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Eºti sigur cã doreºti sã hrãneºti însoþitorul?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Obiectul tãu are %d sau mai multe bonusuri.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Eºti sigur cã doreºti sã-l vinzi?
SELECT_ATTR_NOTICE	Nu poþi deschide un magazin privat în timp ce foloseºti Vrãjeºte Obiectul+.
SELECT_ATTR_NOT_OPEN	Nu poþi folosi Vrãjeºte Obiectul+ dacã ai deschis un magazin privat.
SELECT_ATTR_NOT_SELECT	Decide daca doresti sa pastrezi sau sa schimbi bonusurile.
SELECT_CAN_NOT_DELETE	Nu poþi ºterge caracterul.
SELECT_CAN_NOT_DELETE_ATTR67	Nu poþi ºterge caracterul\nîn timp ce se adaugã un bonus.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Nu poþi ºterge caracterul dacã este membru al unei bresle.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Nu poþi ºterge caracterul deoarece ai obiecte personalizate.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Nu poþi ºterge caracterul unic deoarece încã existã obiecte în inventar.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Poþi ºterge caracterul pânã la nivel 69.
SELECT_CAN_NOT_DELETE_MARRIAGE	Nu poþi ºterge caracterele cãsãtorite.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	Încã mai ai bani în magazinul personal.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Codul de ºtergere este invalid.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Nu poþi ºterge caracterul imediat ce l-ai creat. Timp de aºteptare: %s
SELECT_CHANGED_NAME	Ai schimbat numele caracterului.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Numele caracterului existã deja.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Mai încearcã odatã.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Acesta este un nume gresit de caracter.
SELECT_CHANGE_NAME_TITLE	Schimbã numele caracterului
SELECT_DELEING	ªtergere...
SELECT_DELETED	ªtergerea s-a realizat.
SELECT_DO_YOU_DELETE_REALLY	Vrei sã continui?
SELECT_EMPTY_SLOT	Acesta este un câmp gol.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Introdu un nou nume.
SELECT_NOT_JOIN_GUILD	Nicio Breaslã	
SERVER_NOTIFY_CLOSED	Server închis: pot intra doar conturile create înainte de închidere.
SERVER_STATUS_CLOSE	ÎNCHIS
SERVER_STATUS_NEW	NOU
SERVER_STATUS_SPECIAL	SPECIAL
SERVER_STATUS_STANDBY	ÎNCHIS
SET_ITEM_CLEAR_CONFIRM_QUESTION	Doreºti sã elimini efectul de set?
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	Acest obiect are %d bonusuri/Piatra Spiritului.
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	Eºti sigur?
SET_ITEM_DO_NOT_EQUIP_ITEM	Nu poþi aplica efecte de set pe obiectele echipate.
SET_ITEM_DO_NOT_SEAL_ITEM	Nu poþi face asta cu un obiect personalizat.
SHOP_BUY_INFO	Alege Obiectul pe care vrei sã-l cumperi în fereastra magazinului.
SHOP_CANNOT_SELL_EQUIPMENT	Nu poþi vinde Obiectele echipate.
SHOP_CANNOT_SELL_ITEM	Acest obiect nu este de vânzare.
SHOP_ERROR_UNKNOWN	Eroare Necunoscuta Magazin: %s
SHOP_EXCEED_LIMIT_TODAY	Ai depãºit limita zilnicã pentru folosirea punctelor.
SHOP_INVALID_POS	Acest obiect este nepotrivit.
SHOP_INVENTORY_FULL	Nu mai existã loc în inventar.
SHOP_LIMITED_DATA_LOADING	Se încarcã. Te rugãm sã încerci mai târziu.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Obiecte rãmase: %d
SHOP_LIMITED_PURCHASE_OVER	Vândut
SHOP_LIMIT_TODAY	Limitã zilnicã: %d / %d
SHOP_MY_BATTLE_POINT	Puncte de luptã: %d
SHOP_MY_MEDAL_OF_HONOR	Medalia Vitejiei: %d
SHOP_NOT_ENOUGH_10TH_COIN	Nu ai suficiente Monede Aniversare
SHOP_NOT_ENOUGH_BATTLE_POINT	Nu ai suficiente puncte de luptã.
SHOP_NOT_ENOUGH_BNW	Nu ai suficiente Monede Profet.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Nivel breaslã prea scãzut.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Medalii Vitejie insuficiente.
SHOP_NOT_ENOUGH_MONEY	Won sau Yang insuficienþi
SHOP_NOT_ENOUGH_MONEY_EX	Nu ai suficient Yang.
SHOP_SELL_INFO	Alege Obiectul pe care vrei sã-l vinzi din fereastra inventarului tãu.
SHOP_SOLDOUT	Vândut
SHOT_ERROR_UNKNOWN	Eroare necunoscutã în timpul atacului la distanþã: %s
SKILL_BLEEDING	Sangerare
SKILL_BOHO	Reflectare
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Ai nevoie de EXP pentru a învãþa calificarea aceasta.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Ai nevoie de o carte pentru a învãþa aceastã calificare.
SKILL_CHEONGEUN	Corp puternic
SKILL_CRITICAL	Loviturã criticã
SKILL_ENCHANT_POISON	Foloseºte otravã
SKILL_EUNHYEONG	Invizibil
SKILL_FAINT	Necunoºtiinþã
SKILL_FIND_TRAP	Cautã capcanã
SKILL_FIRE	Foc Permanent
SKILL_FISHMIND	Marmura de pescuit este activã
SKILL_GAMJI	Înregistrare
SKILL_GEOMGYEONG	Aura sabiei
SKILL_GICHEON	Ajutorul Dragonului
SKILL_GIGONG	Rotaþia Chi
SKILL_GONGPO	Fricã
SKILL_GRADE_NAME_GRAND_MASTER	%s Mare maestru
SKILL_GRADE_NAME_MASTER	%s Maestru
SKILL_GRADE_NAME_PERFECT_MASTER	%s maestru perfect
SKILL_GROUP_ASSASSIN_1	Lamã
SKILL_GROUP_ASSASSIN_2	Arc
SKILL_GROUP_HORSE	Cãlãrie
SKILL_GROUP_SHAMAN_1	Zmeu
SKILL_GROUP_SHAMAN_2	Vindecare
SKILL_GROUP_SURA_1	Arme
SKILL_GROUP_SURA_2	Magie
SKILL_GROUP_WARRIOR_1	Corp
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GWIGEOM	Lamã fermecatã
SKILL_GYEONGGONG	Uºurare
SKILL_HEUKSIN	Protecþie întunecatã
SKILL_HOSIN	Binecuvântare
SKILL_INC_ATKSPD	Viteza de atac a crescut
SKILL_INC_MOVSPD	Viteza de miºcare a crescut
SKILL_JEOJU	Blestem
SKILL_JEONGEOP	Vindecare
SKILL_JEONGWI	Iureº
SKILL_JEONSINBANGEO	Apãrare deplinã
SKILL_JEONSINGONGGYEOK	Atac deplin
SKILL_JEUNGRYEOK	Atac +
SKILL_JEUNGSOK	Vitezã +
SKILL_JUMAGAP	Armurã fermecatã
SKILL_KWAESOK	Repeziciune
SKILL_MUYEONG	Spiritul focului
SKILL_NEED_EMPTY_BOTTLE	Nu am nicio sticlã goalã.	
SKILL_NEED_POISON_BOTTLE	Nu am nicio sticlã de otravã.	
SKILL_ONLY_FOR_GUILD_WAR	Poþi folosi aceastã calificare doar într-un rãzboi de bresle.
SKILL_PABEOP	Alungã vraja.
SKILL_POWERFUL_STRIKE	Atac anestezie
SKILL_SEOMGWANG	Bombã fulger
SKILL_SLEEP	Somn
SKILL_SLOW	Încet
SKILL_STUN	Anestezia
SKILL_SUHO	Paznic
SKILL_SUMMON_DESCRIPTION	ªansa incantaþiei: %d%%
SKILL_TOOLTIP_INT	Inteligenþã
SKILL_TOOLTIP_LEVEL	Nivel
SKILL_TOXICDIE	Otrãvire
SKILL_TOXICPOWER	Atac otrãvitor îmbunãtãþit
SKILL_TUSOK	Loviturã de stafie
SOLO_RK_CATEGORY_BATTLE_ROYALE	Bãtãlia Roialã
SOLO_RK_CATEGORY_BATTLE_ROYALE_RECORD_0	Câºtiguri
SOUL_ITEM_TOOLTIP_APPLY	Efectul este activat
SOUL_ITEM_TOOLTIP_BLUE1	Timp de joc: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Daune abilitate crescute cu x%.1f pentru timpul jucat
SOUL_ITEM_TOOLTIP_COMMON	Nu ºi pentru PvP, Transformare
SOUL_ITEM_TOOLTIP_RED1	Timp de joc: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Daune atac crescut cu x%.1f pentru timpul jucat
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Atacuri rãmase: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Spiritul expirã în
SOUL_ITEM_TOOLTIP_UNAPPLIED	Efectul nu este activat
SOUL_REFINE_FAILURE	Rafinarea a eºuat.
SOUL_REFINE_SUCCESS	Rafinare reuºitã!
STAT_MINUS_CON	Adaptarea Vitalitãþii (ªansa rãmasã: %d)
STAT_MINUS_DEX	Adaptarea Dexteritãþii (ªansa rãmasã: %d)
STAT_MINUS_INT	Adaptarea inteligenþei (ªansa rãmasã: %d)
STAT_MINUS_STR	Ajustarea Puterii (ªansã rãmasã: %d)
STAT_TOOLTIP_ACTION	Acþiuni
STAT_TOOLTIP_ATT	Valoarea Atacului
STAT_TOOLTIP_ATT_SPEED	Vitezã de atac
STAT_TOOLTIP_BASE_LEVEL	Nivel
STAT_TOOLTIP_CAST_SPEED	Viteza farmecului
STAT_TOOLTIP_CON	Creºte PV ºi apãrarea
STAT_TOOLTIP_CONQUEROR_LEVEL	Nivel Campion
STAT_TOOLTIP_DEF	Apãrare
STAT_TOOLTIP_DEX	Creºte atacul ºi evadarea
STAT_TOOLTIP_DODGE_PER	ªansã evitare atacul cu sãgeþi
STAT_TOOLTIP_EXP	EXP
STAT_TOOLTIP_HP	PV
STAT_TOOLTIP_IMG_CON	VIT: Creºte PV ºi apãrare
STAT_TOOLTIP_IMG_DEX	DEX: Creºte atacul ºi evadarea
STAT_TOOLTIP_IMG_INT	INT: Creºte PM, atac magic ºi apãrare
STAT_TOOLTIP_IMG_STR	STR: Creºte valoarea atacului ºi daunele
STAT_TOOLTIP_INT	Creºte PM, atacul magic ºi apãrarea
STAT_TOOLTIP_LEVEL	Nivel
STAT_TOOLTIP_MAG_ATT	Valoare de atac magic
STAT_TOOLTIP_MAG_DEF	Apãrare magicã
STAT_TOOLTIP_MOVE_SPEED	Vitezã de miºcare
STAT_TOOLTIP_PASSIVE	Bonus Relicvã
STAT_TOOLTIP_POINT	Puncte
STAT_TOOLTIP_REACTION	Reacþii
STAT_TOOLTIP_SHP	Vei primi o deducere mai micã la PV-ul maxim în Yohara.
STAT_TOOLTIP_SIMMUNE	Vei primi o deducere mai micã la rezistenþã la schimbãrile de status în Yohara.
STAT_TOOLTIP_SMOVE	Vei primi o deducere mai micã la viteza de miºcare în Yohara.
STAT_TOOLTIP_SP	PM
STAT_TOOLTIP_SPECIAL_ACTION	Acþiuni Speciale
STAT_TOOLTIP_SSTR	Vei primi o deducere mai micã de daune la atacurile tale din Yohara.
STAT_TOOLTIP_STAT	Valori
STAT_TOOLTIP_STR	Creºte valoarea atacului ºi daunele
STAT_TOOLTIP_SUNGMA_HP	Schimbã PV în funcþie de harta ºi voinþa Sung Ma (VIT) a inamicului
STAT_TOOLTIP_SUNGMA_IMMUNE	Schimbã sensibilitatea la efectele de status în funcþie de harta ºi voinþa Sung Ma (INT) a inamicului
STAT_TOOLTIP_SUNGMA_MOVE	Schimbã viteza de miºcare în funcþie de harta ºi voinþa Sung Ma (RES) a inamicului
STAT_TOOLTIP_SUNGMA_STR	Schimbã atacul în funcþie de harta ºi voinþa Sung Ma (STR) a inamicului
STAT_TOOLTIP_SUPPORT_SKILL	Abilitãþi Secundare
